temperature,humidity,wind_speed,rainfall,drought_index,vegetation_density,fire_risk
28.47699907107863,23.39860658072558,8.762752364074311,2.0900558839694994,14.346945701802005,0.5741764927769207,1
24.03214989180171,18.36542722675202,1.4688545000328457,0.15398979618024994,15.144552193535732,0.6847174521435864,0
29.53381976670485,60.914419963490936,4.321030165227655,0.9415083927944033,43.27714843418189,0.542681440455077,1
35.66120899485618,66.5180581189521,13.554425973550064,3.257389738244296,59.56798241615295,0.22168532186898648,1
23.360926376936646,12.526891586051363,32.103427183192515,1.13645836855904,8.061540516960175,0.826801202070327,1
23.361041301355737,84.89697969949519,22.88194573477203,11.743706919921866,93.95685890251657,0.2084105796333228,1
36.05448970855174,14.157702692117793,20.506709038256655,1.6376896911154144,75.51336174451959,0.8095119155019872,1
30.37204310407036,53.30370682408564,11.739552928324866,0.7747459817892949,58.66239182836627,0.9146435950304983,1
21.713679298455336,66.72484155607332,37.270148777312656,0.49720819000734,82.84386709389908,0.5462719368457378,1
28.79792030510175,79.67752989968685,15.880601649487666,0.8631681178007634,8.01867568121133,0.6284339784782387,1
21.756076150312765,67.12695457059422,3.4837106718308597,0.9321292705875124,47.68388777331244,0.5815867140941231,0
21.739891725008203,74.13824664558335,24.68266064471205,0.1423770125252901,63.00931268616634,0.5113668948987511,1
26.69373590096224,37.15601540342448,4.553535739064056,0.9227196279414428,82.86529061182893,0.9099396282962882,0
11.607038287395415,75.18600909972098,13.808925712067683,1.2481324329329626,78.34695600492677,0.9151468085359924,0
12.92557517240877,16.409187710774013,20.296477548712353,2.565582955705842,27.706924971339962,0.46865309171322767,0
21.06398729531319,81.58533248484221,34.96890098740703,2.138472936750616,94.08801695592042,0.6920558032117584,1
17.910182157659033,53.8073900922989,19.741863213604745,2.4672540548133335,12.434584143087035,0.9415260497166913,1
27.199731328166916,75.3838215969995,28.09035064126657,0.016797707424233577,87.51336186211522,0.9696467991530813,1
18.643831471351525,46.18546276146401,39.712673559962816,0.49095061726068595,97.09402496046185,0.607167232337638,1
15.11387409065296,61.486215615721996,5.259564795919265,2.167551522942474,17.715352322262557,0.5622598442274614,0
35.25954138245088,52.11221287488905,10.98926102078078,1.323255818820049,72.20660642037853,0.42295545274282065,1
23.41956589659425,68.52716174042655,15.783043023905856,0.010655284770946407,4.028551877799846,0.967097498552328,1
25.472697432815465,16.530398562447168,16.873127141553255,3.26433499098281,40.542282513915495,0.31425144357829393,1
15.026762696505802,14.828166719245104,16.44084301062183,2.9639334579677548,51.6283299197674,0.66386366083818,0
21.18932092832372,29.768258720811716,36.3044401022622,1.5900017623244698,58.064522590963406,0.4260402140149111,1
25.77645812796906,22.763574409055067,28.561305778674257,0.1375500599528558,93.59372482485595,0.4232066322782373,1
16.94304495804388,79.74268532737614,24.31620856362815,2.9092753118199584,67.22506872941946,0.5239748699009508,1
27.629886128419702,27.537118988643545,12.374908714511283,1.7527635291834363,48.1277951219237,0.9990343486525237,1
20.795529170568365,88.0692204655305,32.95161536885179,3.0461532840505616,80.96750362658894,0.24397304547185766,1
22.95814375144706,36.951663341688544,38.202420459399555,2.7866137218140863,95.05328209544089,0.6628334545628252,1
20.788053714394223,24.569433255095944,32.84793130200906,3.249124135703862,2.2066148682290843,0.2660577264282218,1
37.965947291562564,73.17588057139832,0.06260420765891617,1.4596558007017555,98.25212722560387,0.3236166639924152,1
24.905519426834463,62.69662204007009,25.45605480733628,0.30240061536884816,8.613213906368033,0.551650353418319,1
17.5960234973087,49.85565731625112,2.045415257684029,2.2243525705882052,81.43867792687614,0.608368105077153,0
30.757814384722323,54.4290840750105,10.304288813348874,1.9376632138705687,28.033475255141248,0.4070339266916192,1
16.454094450202845,67.53614226178111,2.3809880139108675,2.7115550432567925,13.217965775387174,0.453165704699533,0
26.462045165033288,28.276379306503898,24.15181811797551,0.37237244452702434,43.98556397138349,0.26957361620474646,1
11.28230913284157,89.70671328453935,27.46359653970427,0.43376438892167374,64.39565794476135,0.44257582707540044,0
15.702697657710987,87.98345297174265,4.579505522636205,4.422009488362917,38.0951845023475,0.9732467515044354,0
26.378028651083866,62.026054907754954,15.35355532179918,2.77241111774242,5.456540828269896,0.9557659053379854,1
30.169266059967875,25.963396074331612,18.249460358221683,4.776906727891121,59.94611396587166,0.46790263210958805,1
26.199577968329795,64.41825939450331,14.762120870436664,2.8435556052455615,90.24032761106747,0.6566831490230093,1
24.190462023282315,15.775872718334067,4.841000019407722,1.8184083319542306,38.32153659472517,0.9276763128887555,0
22.892274130874977,12.452200176464485,16.757911607499018,2.123400421117851,21.633277763082702,0.20494705811271735,1
14.650346067428009,30.614631080897095,30.047121912336724,4.398756420399307,44.25773459328154,0.8485468562700735,1
19.96109054123704,47.009836539145304,2.8403065813302186,1.729327070408071,4.836271104878087,0.9586956422311352,0
21.775528603281487,79.46180043267044,3.207200563276138,2.001472575862812,82.04875844802748,0.2730605874668457,0
32.399855583532414,68.17352558130465,14.190851673439369,0.34033554670108573,82.63408109501867,0.32915814882633687,1
27.40532802697923,69.41652169599848,37.669028464757005,1.2846086116333792,58.800046342962844,0.9685970422170844,1
12.658718912460863,44.03946675584603,26.742905868916562,2.520360601742857,35.31028889383895,0.6300321149122771,0
27.268587785763565,37.674799403757035,27.146798266902593,0.6320058938599711,79.97833644457833,0.21135730757737897,1
22.304424037085784,39.683101038768214,14.476799633514599,0.4519305084635853,55.46870247883672,0.4061055990108233,1
20.26154599785829,89.01196509888463,23.746431648341538,0.7532504339505985,82.59323085500162,0.5599549394150878,1
29.281734021886074,13.208735312998598,0.40524736110973514,0.5528266162686913,63.14587925830206,0.7543271288198141,0
32.216996657471654,79.36251968979589,25.443841856381688,0.4839205539850999,78.44054732127972,0.7865283025094396,1
31.518960833813388,56.29403268579147,36.53147790304947,1.1062517362328723,59.856299321776,0.9963372103403649,1
19.12547733744153,45.08923353516724,24.502938733792767,4.768425913537777,41.41410682156662,0.43000895950700724,1
22.835513369041497,68.02061283321092,34.947943738653805,1.4147341991172642,95.79458599261376,0.6305760814947803,1
27.318844019824947,48.93351531397623,28.958922218643753,0.41631378088851706,54.11138248788448,0.6266588382876841,1
31.828815889856514,79.87385904653284,4.82233665614761,0.1601907017768928,60.50895185405384,0.52451620755779,1
21.64578033508297,82.05614912090068,36.09813229143367,2.382482689707693,22.048763941474924,0.33532951507393616,1
23.70038716335328,43.73767414987643,2.6577537742309953,0.9651203132196539,62.565078942727645,0.9819652505470742,0
17.255655181957803,32.14622377880413,21.35869890191055,3.4500448822432115,57.160764948294386,0.8826537493332689,1
16.626553631435304,57.388026287468975,5.685484951738307,2.1547435597135283,18.483839794702494,0.5986664226353897,0
30.687680756759384,82.98906764933528,0.4682644292361626,3.181639134416646,5.958709735314372,0.6825963381472239,0
34.49368019999576,26.852975120453326,16.88137040510556,0.6347602237087439,60.43593197147711,0.38180884284772987,1
24.495929148937662,59.83732668507862,11.80162830616625,2.3576430164048308,76.36922693503206,0.6350296563133975,1
32.02473028524417,60.524817607401644,19.44001975190412,0.6132187642673617,52.34013709220082,0.7559761064971806,1
27.53145217533344,68.64904179322248,23.087995469382033,5.596009318702108,22.67726253196457,0.6121336227092711,1
20.48416171776413,20.525414810180784,1.7495628923578943,2.0232603726475156,66.65219766930349,0.992228136467953,0
27.5297692385589,67.26599717456708,4.9201318049498255,0.7846391810717189,8.010572660960225,0.689073324998181,0
35.766255965261784,82.72260165325127,22.345695858017013,0.6280845730326964,44.183370480195464,0.4967789700737353,1
